age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,incomegroup
1,Private,59306,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,53158,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,141537,10th,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,2,United-States,<=50K
3,Private,31909,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
1,Self-emp-inc,144949,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
2,Self-emp-not-inc,29962,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
4,Federal-gov,178660,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,292472,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,3,United-States,>50K
1,Private,200246,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
1,Self-emp-not-inc,581025,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,2,United-States,<=50K
0,Private,154908,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,45363,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,442429,HS-grad,9,Separated,Craft-repair,Unmarried,White,Female,0,0,2,Mexico,<=50K
4,Private,188650,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,?,>50K
1,Private,153475,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Local-gov,170924,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,0,United-States,<=50K
2,Private,100032,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,0,United-States,>50K
0,Private,278254,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,2,United-States,<=50K
1,Private,171637,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
0,?,52114,Some-college,10,Never-married,?,Own-child,White,Female,0,0,0,United-States,<=50K
4,?,168340,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,2,?,>50K
2,Local-gov,285865,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
1,Private,193152,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,1,2,United-States,<=50K
1,Private,168827,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,193380,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,282944,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
2,Private,336595,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
2,Private,65624,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,State-gov,287908,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,2,United-States,<=50K
0,Private,62339,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,?,308995,Some-college,10,Divorced,?,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Private,34996,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,219155,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,278720,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
0,Private,403107,5th-6th,3,Never-married,Other-service,Own-child,White,Male,0,0,2,El-Salvador,<=50K
1,?,427965,HS-grad,9,Separated,?,Unmarried,Black,Female,0,0,0,United-States,<=50K
2,State-gov,129298,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Private,116952,7th-8th,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,<=50K
4,Private,244661,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,2,Philippines,<=50K
2,Private,51100,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-inc,314739,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
1,Private,80933,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,337286,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,222182,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,27766,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,225156,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Local-gov,73392,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,1,United-States,<=50K
4,State-gov,99823,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,191497,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
2,Federal-gov,30673,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
3,Private,117310,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
0,Local-gov,146343,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,67903,9th,5,Separated,Farming-fishing,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,Private,33117,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,146268,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,2,United-States,>50K
3,Local-gov,176059,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,3,United-States,<=50K
2,State-gov,21798,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,4,0,2,Germany,>50K
0,Private,208946,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,172694,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,3,United-States,<=50K
1,Private,243243,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,4,United-States,<=50K
2,Federal-gov,30916,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,>50K
0,State-gov,201117,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,231688,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,<=50K
3,Federal-gov,33109,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,>50K
2,Private,29702,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
1,Private,216479,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,211678,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,269687,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,189072,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Female,0,0,2,United-States,<=50K
1,Private,213191,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
4,?,81578,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,>50K
0,?,47407,11th,7,Never-married,?,Own-child,White,Male,0,0,0,United-States,<=50K
0,Self-emp-not-inc,143062,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,2,Greece,<=50K
1,Federal-gov,49593,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,2,United-States,<=50K
0,Private,140001,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
4,Private,127084,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,3,1,United-States,<=50K
1,Private,40681,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,195897,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,337778,Some-college,10,Divorced,Sales,Not-in-family,White,Male,2,0,2,United-States,<=50K
1,Local-gov,120508,Bachelors,13,Divorced,Protective-serv,Unmarried,White,Female,0,0,3,Germany,<=50K
4,Self-emp-not-inc,187919,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
1,Local-gov,110100,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,223327,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Private,213408,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,2,Cuba,<=50K
0,Private,286391,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,1,0,0,United-States,<=50K
0,Private,197904,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Private,197202,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
4,Private,217775,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,>50K
0,Private,119704,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,237670,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K
4,?,229424,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Local-gov,122353,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,4,United-States,<=50K
4,Private,168794,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K
4,?,270599,1st-4th,2,Widowed,?,Not-in-family,White,Female,0,0,0,Mexico,<=50K
1,State-gov,49539,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,256723,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,252842,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,0,United-States,<=50K
2,Private,146908,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,149102,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,3,2,United-States,<=50K
3,Local-gov,204377,11th,7,Divorced,Other-service,Own-child,White,Female,0,0,3,United-States,<=50K
4,Private,113756,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,United-States,<=50K
2,Local-gov,145178,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,2,Jamaica,>50K
1,Self-emp-not-inc,131584,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,3,United-States,<=50K
1,Private,188564,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,2,United-States,>50K
0,Private,39943,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,150570,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,27821,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,116640,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,0,United-States,<=50K
0,Private,321435,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,129764,Some-college,10,Divorced,Sales,Unmarried,White,Male,1,0,3,United-States,<=50K
0,Private,147655,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,176185,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,2,0,2,United-States,>50K
3,Private,73434,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,Germany,>50K
2,Federal-gov,93225,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,2,United-States,>50K
0,?,20469,HS-grad,9,Never-married,?,Other-relative,Asian-Pac-Islander,Female,0,0,0,South,<=50K
1,Self-emp-not-inc,149141,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
3,Private,204379,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,198614,11th,7,Never-married,Sales,Own-child,Black,Female,0,0,0,United-States,<=50K
2,Federal-gov,38434,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,182062,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
2,Local-gov,101950,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Local-gov,264503,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
3,Local-gov,99131,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,4,2,United-States,>50K
1,Private,248776,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,205153,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
3,Federal-gov,278076,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
4,Private,328227,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,0,United-States,>50K
0,Private,232368,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,142712,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,100345,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,4,0,3,United-States,>50K
0,Private,126125,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
3,State-gov,166459,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
2,Private,177285,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,3,United-States,>50K
2,Local-gov,181721,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,2,United-States,<=50K
4,Private,157271,11th,7,Divorced,Other-service,Not-in-family,Black,Male,0,0,3,United-States,<=50K
1,Private,197886,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,51498,12th,8,Never-married,Other-service,Other-relative,White,Male,0,0,2,United-States,<=50K
2,Private,174575,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2,2,United-States,>50K
0,Private,114838,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,Italy,<=50K
4,Private,101887,10th,6,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,4,United-States,<=50K
0,Private,269799,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,195760,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,<=50K
0,Private,216181,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,105936,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,>50K
2,Self-emp-inc,93227,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,3,3,Taiwan,>50K
1,Private,46322,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
1,Private,272476,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,>50K
1,Private,61272,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,Portugal,<=50K
0,Private,126613,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,139684,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,388885,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,317809,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,3,United-States,<=50K
1,Private,100049,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
1,Private,293828,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,2,Jamaica,<=50K
0,Private,275421,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,126738,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,324629,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,Yugoslavia,<=50K
0,Private,147227,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,343789,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,3,United-States,<=50K
3,Private,469005,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,Mexico,<=50K
4,Local-gov,113324,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,301867,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,0,0,0,United-States,<=50K
4,Private,157786,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,>50K
4,Private,84428,Some-college,10,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,1,0,2,United-States,<=50K
0,Private,228592,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,159046,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,684015,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,El-Salvador,<=50K
0,State-gov,34310,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,232801,10th,6,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,2,United-States,<=50K
2,Private,160943,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,>50K
0,Private,161415,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K
4,State-gov,265201,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,279914,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
1,Private,321577,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,2,United-States,<=50K
1,Private,49358,12th,8,Never-married,Sales,Own-child,Black,Female,0,0,2,United-States,<=50K
0,Private,292264,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Private,180985,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
2,Self-emp-not-inc,214242,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,3,United-States,>50K
2,Private,34744,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,244522,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,2,United-States,>50K
3,Private,97411,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,2,Laos,<=50K
4,Local-gov,180869,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,308945,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,3,United-States,<=50K
0,Private,73839,11th,7,Divorced,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,22933,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,111971,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,162238,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,234725,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
3,Local-gov,178356,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,144937,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,127740,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,<=50K
3,Private,172046,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,215503,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,Canada,<=50K
3,Private,227158,Bachelors,13,Widowed,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,State-gov,58039,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,188815,HS-grad,9,Never-married,Other-service,Own-child,White,Female,4,0,0,United-States,<=50K
1,Private,660870,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Self-emp-not-inc,211032,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,Mexico,<=50K
4,Local-gov,160829,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
4,Private,104827,HS-grad,9,Widowed,Tech-support,Unmarried,White,Female,0,0,0,United-States,<=50K
2,Self-emp-inc,304906,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
2,Private,212437,Some-college,10,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,3,United-States,<=50K
1,Private,119422,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,183778,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,State-gov,147719,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,0,India,<=50K
3,Private,36228,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,?,38455,HS-grad,9,Never-married,?,Other-relative,White,Male,0,0,2,United-States,<=50K
2,Private,193144,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
4,?,116230,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,>50K
2,Self-emp-inc,199346,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,271792,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,172962,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
3,Self-emp-not-inc,168539,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,185798,Assoc-voc,11,Separated,Craft-repair,Other-relative,White,Male,0,0,3,United-States,>50K
0,Private,207415,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,169995,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
0,State-gov,378418,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,2,United-States,<=50K
4,?,85815,HS-grad,9,Divorced,?,Own-child,Asian-Pac-Islander,Male,0,0,0,United-States,<=50K
4,Self-emp-not-inc,201600,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,3,3,United-States,>50K
2,Private,111483,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,195638,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,39014,12th,8,Married-civ-spouse,Priv-house-serv,Wife,Other,Female,0,0,2,Dominican-Republic,<=50K
4,Private,128848,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,<=50K
3,Private,325007,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,<=50K
2,Private,416745,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Self-emp-not-inc,143730,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
4,Private,248739,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,>50K
4,Local-gov,102442,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
2,Private,123983,Bachelors,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,2,China,<=50K
3,Private,149049,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,4,0,2,United-States,>50K
2,Private,155899,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,245628,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,2,Mexico,<=50K
3,Private,107682,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,121055,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,123429,10th,6,Separated,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,?,49819,Some-college,10,Never-married,?,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,114774,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,4,3,United-States,<=50K
2,Private,247515,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Puerto-Rico,<=50K
1,Private,226789,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
4,Local-gov,296253,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,3,0,3,United-States,>50K
4,Private,195878,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,Mexico,<=50K
1,Private,272376,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,192565,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,298510,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
4,Local-gov,96076,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
