age,workclass=Private,workclass=Government,workclass=Self-emp-inc,workclass=Self-emp-not-inc,workclass=No-pay-or-work,fnlwgt,education-num,marital-status=Married-civ-spouse,marital-status=Never-married,marital-status=Divorced-or-spouse-absent,marital-status=Separated-Widowed,marital-status=Married-AF-spouse,occupation=service-cleaners,occupation=Prof-specialty,occupation=Craft-repair,occupation=Exec-managerial,occupation=Adm-clerical-Machine,occupation=Sales,occupation=Protective-serv,occupation=Farming-fishing,occupation=Tech-support,occupation=Transport-moving,relationship=Wife-Husband,relationship=Other-relative-or-Unmarried,relationship=Own-child,relationship=Not-in-family,race=Other,race=White,race=Asian-Pac-Islander,sex,capital-gain,capital-loss,hours-per-week,native-country=United-States,native-country=CountryGroup1,native-country=Mexico,native-country=CountryGroup2,native-country=CountryGroup3,native-country=CountryGroup4,incomegroup
0.75,1,0,0,0,0,0.042062,0.533333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.059706,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.14507,0.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.281795,0.533333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.25,1,0,0,0,0,0,0
0.25,0,0,1,0,0,0.102262,0.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.5,1,0,0,0,0,0,0
1,0,0,0,1,0,0.125624,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0.339304,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.088949,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
1,0,0,0,1,0,0.141687,0.533333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.164713,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.054243,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
1,0,0,0,1,0,0.071628,0.533333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.75,0,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.157318,0.533333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.301035,0.533333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0,1,0,0,0,0,0.128052,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.131445,0.533333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.060958,0.533333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.017794,0.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.076157,0.533333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.017528,0.533333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.133694,0.533333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.25,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.053876,0.666667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.197366,0.733333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0,1,0,0,0,0,0
0.25,1,0,0,0,0,0.121824,0.533333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.146357,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.75,0.5,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.072408,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.75,0,0,0,0,1,0,1
0,1,0,0,0,0,0.015643,0.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.5,0,1,0,0,0,0.127583,0.666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.125785,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.173513,0.666667,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
1,1,0,0,0,0,0.137875,0.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,1
0.75,0,0,1,0,0,0.149916,0.533333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.5,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.136321,0.533333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,0.75,1,0,0,0,0,0,1
0.5,0,0,0,1,0,0.221125,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.072019,0.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
1,1,0,0,0,0,0.013567,0.266667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.058645,0.533333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0,0,0.045176,0.466667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.126268,0.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.147586,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.75,0.75,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.157031,0.533333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
1,0,1,0,0,0,0.069922,0.866667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.088106,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.75,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.128604,0.866667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,1
1,1,0,0,0,0,0.07221,0.866667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.067802,0.866667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.100847,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.003762,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.181323,0.533333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.01267,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.096869,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
1,1,0,0,0,0,0.115641,0.533333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.36627,0.533333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.081694,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0,1,0,0,0,0,1
0.75,0,1,0,0,0,0.158485,0.866667,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.75,1,0,0,0,0,0.085593,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.75,0.75,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.029738,0.666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.070577,0.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.089181,0.866667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.5,1,0,0,0,0,0,1
0.25,0,1,0,0,0,0.119771,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.046915,0.066667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,0,0
0.5,0,0,1,0,0,0.119839,0.666667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0,0.75,1,0,0,0,0,0,1
0,1,0,0,0,0,0.293683,0.133333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0,0,1,0,0,0,0
0.75,0,0,0,1,0,0.031166,0.333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.020356,0.533333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
1,1,0,0,0,0,0.026436,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
1,0,1,0,0,0,0.022794,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.75,1,0,0,0,0,0.08719,0.533333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.126711,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.110384,0.533333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.162106,0.466667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.272045,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
1,1,0,0,0,0,0.243663,0.533333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,1
0,1,0,0,0,0,0.076865,0.333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0,1,0,0,0,0,0.073095,0.266667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.145388,0.533333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.112363,0.533333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.204927,0.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.25,0,1,0,0,0,0,0
0.75,0,1,0,0,0,0.135646,0.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.75,0,0,1,0,0,0.082855,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.75,0,1,0,0,0,0,0
0.25,1,0,0,0,0,0.022694,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.75,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.062328,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.301066,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0,0,1,0,0,0,0
0,1,0,0,0,0,0.141533,0.266667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,0,0,1,0,0,0,0
0.25,1,0,0,0,0,0.11342,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.201566,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
1,1,0,0,0,0,0.040975,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.25,0,1,0,0,0,0,0
1,1,0,0,0,0,0.38049,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.25,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.07527,0.466667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5,0,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.039855,0.266667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.078005,0.533333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,0,1,0,0,0,0,0
0.25,1,0,0,0,0,0.177893,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5,0,0.5,1,0,0,0,0,0,1
0,1,0,0,0,0,0.104157,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.5,0.5,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.017936,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0,1,0,0,0,0,0.052633,0.533333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.036506,0.533333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.1267,0.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.085145,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0,0,0,1,0,0,1
1,1,0,0,0,0,0.122725,0.533333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.096711,0.533333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.126823,0.733333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0.051025,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.060888,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.067816,0.533333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
1,1,0,0,0,0,0.053826,0.533333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0,0,1,0,0,0,0.106112,0.533333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,0,0,0,1,0,0.203925,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.249396,0.733333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0.062971,0.533333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.75,1,0,0,0,0,0.122594,0.533333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.24392,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.144338,0.666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.5,0,0,1,0,0,0.154143,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0.75,0,0,0,1,0,0.209446,0.666667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.232477,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.75,0.5,0,0,0,0,1,0,0
0,1,0,0,0,0,0.142483,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.25,0,0.25,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.094526,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.5,0,1,0,0,0,0.394596,0.533333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,1
0,1,0,0,0,0,0.232896,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.058507,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.121009,0.533333,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.25,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.026771,0.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,1,0,0,0,0,0.065037,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.25,0,1,0,0,0,0.091064,0.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.25,1,0,0,0,0,0.110193,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.062712,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.287573,0.666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.1163,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.5,0,1,0,0,0,0.057352,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.050197,0.533333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.11665,0.866667,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.061104,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.29503,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,0
0,1,0,0,0,0,0.1525,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.25,1,0,0,0,0,0,0
0,1,0,0,0,0,0.009289,0.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0,1,0,0,0,0,0.226095,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.169082,0.533333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.25,1,0,0,0,0,0,0
0,1,0,0,0,0,0.286007,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.136017,0.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.102343,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.083949,0.533333,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.131749,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.75,0,1,0,0,0,0.109517,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,1
0.75,0,1,0,0,0,0.135899,0.866667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.75,1,0,0,0,0,0,1
0.5,1,0,0,0,0,0.11831,0.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.75,0.75,1,0,0,0,0,0,1
0.25,1,0,0,0,0,0.132222,0.333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.5,1,0,0,0,0,0,0
0.75,1,0,0,0,0,0.096288,0.533333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0
0.25,1,0,0,0,0,0.07254,0.533333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0
1,0,0,0,1,0,0.083562,0.533333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.25,1,0,0,0,0,0,0
